"faa","name","state","lat","lon","alt","tz","tzone"
"HOB","Lea Co Rgnl","New Mexico",32.687528,-103.217028,3661,-7,"America/Denver"
"HOM","Homer","Alaska",59.645556,-151.476583,84,-9,"America/Anchorage"
"HON","Huron Rgnl","South Dakota",44.3852,-98.228542,1289,-6,"America/Chicago"
"HOP","Campbell Aaf","Kentucky",36.668567,-87.496183,573,-6,"America/Chicago"
"HOT","Memorial Field","Arkansas",34.478,-93.0962,540,-6,"America/Chicago"
"HOU","William P Hobby","Texas",29.645419,-95.278889,46,-6,"America/Chicago"
"HPB","Hooper Bay Airport","Alaska",61.5239,-166.147,7,-9,"America/Anchorage"
"HPN","Westchester Co","New York",41.066959,-73.707575,439,-5,"America/New_York"
"HQM","Bowerman Field","Washington",46.9711944,-123.9365556,18,-8,"America/Los_Angeles"
"HQU","McDuffie County Airport","Georgia",33.5297315,-82.5169509,501,-5,"America/New_York"
"HRL","Valley Intl","Texas",26.2285,-97.654389,36,-6,"America/Chicago"
"HRO","Boone Co","Arkansas",36.261519,-93.154728,1365,-6,"America/Chicago"
"HRT","Hurlburt Fld","Florida",30.427803,-86.689278,38,-6,"America/Chicago"
"HSH","Henderson Executive Airport","Nevada",35.972778,-115.134444,1881,-8,"America/Los_Angeles"
"HSL","Huslia Airport","Alaska",65.697778,-156.351389,213,-9,"America/Anchorage"
"HST","Homestead Arb","Florida",25.48855,-80.383567,6,-5,"America/New_York"
"HSV","Huntsville International Airport-Carl T Jones Field","Alabama",34.6371944,-86.7750556,629,-6,"America/Chicago"
"HTL","Roscommon Co","Michigan",44.359806,-84.671112,1150,-5,"America/New_York"
"HTS","Tri State Milton J Ferguson Field","West Virginia",38.3667,-82.558,828,-5,"America/New_York"
"HUA","Redstone Aaf","Alabama",34.678653,-86.684781,685,-6,"America/Chicago"
"HUF","Terre Haute Intl Hulman Fld","Indiana",39.451464,-87.307561,589,-5,"America/New_York"
"HUL","Houlton Intl","Maine",46.123083,-67.792056,489,-5,"America/New_York"
"HUS","Hughes Airport","Alaska",66.039167,-154.264722,299,-9,"America/Anchorage"
"HUT","Hutchinson Municipal Airport","Kansas",38.0655,-97.8606,1543,-6,"America/Chicago"
"HVN","Tweed-New Haven Airport","Connecticut",41.26375,-72.886806,14,-5,"America/New_York"
"HVR","Havre City Co","Montana",48.542983,-109.762342,2590,-7,"America/Denver"
"HWD","Hayward Executive Airport","California",37.6588888888889,-122.121666666667,52,-8,"America/Los_Angeles"
"HWO","North Perry","Florida",26.001222,-80.240722,8,-5,"America/New_York"
"HXD","Hilton Head Airport","South Carolina",32.2243611,-80.6974722,19,-5,"America/New_York"
"HYA","Barnstable Muni Boardman Polando Fld","Massachusetts",41.669336,-70.280356,55,-5,"America/New_York"
"HYG","Hydaburg Seaplane Base","Alaska",55.206389,-132.828333,0,-9,"America/Anchorage"
"HYL","Hollis Seaplane Base","Alaska",55.481667,-132.646111,0,-9,"America/Anchorage"
"HYS","Hays Regional Airport","Kansas",38.8422,-99.2732,1998,-6,"America/Chicago"
"HZL","Hazleton Municipal","Pennsylvania",40.989167,-76.0025,1603,-5,"America/New_York"
"IAB","Mc Connell Afb","Kansas",37.621853,-97.268192,1371,-6,"America/Chicago"
"IAD","Washington Dulles Intl","Virginia",38.944533,-77.455811,313,-5,"America/New_York"
"IAG","Niagara Falls Intl","New York",43.107333,-78.946194,589,-5,"America/New_York"
"IAH","George Bush Intercontinental","Texas",29.984433,-95.341442,97,-6,"America/Chicago"
"IAN","Bob Baker Memorial Airport","Alaska",66.975833,-160.436667,166,-9,"America/Anchorage"
"ICT","Wichita Mid Continent","Kansas",37.649944,-97.433056,1333,-6,"America/Chicago"
"ICY","Icy Bay Airport","Alaska",59.968889,-141.661667,50,-9,"America/Anchorage"
"IDA","Idaho Falls Rgnl","Idaho",43.514556,-112.07075,4744,-7,"America/Denver"
"IDL","Idlewild Intl","New York",40.639751,-73.778924,13,-5,"America/New_York"
"IFP","Laughlin-Bullhead Intl","Arizona",35.1574,-114.56,695,-7,"America/Phoenix"
"IGG","Igiugig Airport","Alaska",59.324,-155.902,90,-9,"America/Anchorage"
"IGM","Kingman Airport","Arizona",35.2595,-113.938,3449,-7,"America/Phoenix"
"IGQ","Lansing Municipal","Illinois",41.5349167,-87.5295278,620,-6,"America/Chicago"
"IJD","Windham Airport","Connecticut",41.7440278,-72.1802222,246,-5,"America/New_York"
"IKK","Greater Kankakee","Illinois",41.071389,-87.846278,630,-6,"America/Chicago"
"IKO","Nikolski Air Station","Alaska",52.941667,-168.848889,77,-9,"America/Anchorage"
"IKR","Kirtland Air Force Base","New Mexico",35.040222,-106.609194,5355,-7,"America/Denver"
"IKV","Ankeny Regl Airport","Iowa",41.691389,-93.566389,910,-6,"America/Chicago"
"ILG","New Castle","Delaware",39.678722,-75.606528,79,-5,"America/New_York"
"ILI","Iliamna","Alaska",59.754356,-154.910961,186,-9,"America/Anchorage"
"ILM","Wilmington Intl","North Carolina",34.270615,-77.902569,32,-5,"America/New_York"
"ILN","Wilmington Airborne Airpark","Ohio",39.42792,-83.792118,1077,-5,"America/New_York"
"IMM","Immokalee","Florida",26.433889,-81.401389,37,-5,"America/New_York"
"IMT","Ford Airport","Wisconsin",45.8183611,-88.1145556,1182,-6,"America/Chicago"
"IND","Indianapolis Intl","Indiana",39.717331,-86.294383,797,-5,"America/New_York"
"INJ","Hillsboro Muni","Texas",32.083486,-97.097228,685,-6,"America/Chicago"
"INK","Winkler Co","Texas",31.779628,-103.201361,2822,-6,"America/Chicago"
"INL","Falls Intl","Minnesota",48.566186,-93.403067,1185,-6,"America/Chicago"
"INS","Creech Afb","Nevada",36.587183,-115.673353,3133,-8,"America/Los_Angeles"
"INT","Smith Reynolds","North Carolina",36.133722,-80.222,969,-5,"America/New_York"
"INW","Winslow-Lindbergh Regional Airport","Arizona",35.0219167,-110.7225278,4941,-7,"America/Phoenix"
"IOW","Iowa City Municipal Airport","Iowa",41.639244,-91.546503,668,-6,"America/Chicago"
"IPL","Imperial Co","California",32.834219,-115.578744,-54,-8,"America/Los_Angeles"
"IPT","Williamsport Rgnl","Pennsylvania",41.241836,-76.921094,529,-5,"America/New_York"
"IRC","Circle City Airport","Alaska",65.827778,-144.076111,613,-9,"America/Anchorage"
"IRK","Kirksville Regional Airport","Missouri",40.0935,-92.5449,966,-6,"America/Chicago"
"ISM","Kissimmee Gateway Airport","Florida",28.289806,-81.437083,82,-5,"America/New_York"
"ISN","Sloulin Fld Intl","North Dakota",48.177939,-103.642347,1982,-6,"America/Chicago"
"ISO","Kinston Regional Jetport","North Carolina",35.331389,-77.608889,94,-5,"America/New_York"
"ISP","Long Island Mac Arthur","New York",40.79525,-73.100222,99,-5,"America/New_York"
"ISW","Alexander Field South Wood County Airport","Wisconsin",44.3606456,-89.8381412,1021,-6,"America/Chicago"
"ITH","Ithaca Tompkins Rgnl","New York",42.491028,-76.458444,1099,-5,"America/New_York"
"ITO","Hilo Intl","Hawaii",19.721375,-155.048469,38,-10,"Pacific/Honolulu"
"IWD","Gogebic Iron County Airport","Michigan",46.5274747,-90.1313967,1230,-6,"America/Chicago"
"IWS","West Houston","Texas",29.818194,-95.672611,111,-6,"America/Chicago"
"IYK","Inyokern Airport","California",35.658889,-117.829444,2455,-8,"America/Los_Angeles"
"IZG","Eastern Slopes Regional","Maine",43.9911389,-70.9478889,455,-5,"America/New_York"
"JAC","Jackson Hole Airport","Wyoming",43.607333333,-110.73775,6451,-7,"America/Denver"
"JAN","Jackson Evers Intl","Mississippi",32.311167,-90.075889,346,-6,"America/Chicago"
"JAX","Jacksonville Intl","Florida",30.494056,-81.687861,30,-5,"America/New_York"
"JBR","Jonesboro Muni","Arkansas",35.831708,-90.646417,262,-6,"America/Chicago"
"JCI","New Century AirCenter Airport","Kansas",38.8309167,-94.8903056,1087,-6,"America/Chicago"
"JEF","Jefferson City Memorial Airport","Missouri",38.5912,-92.1561,549,-6,"America/Chicago"
"JES","Jesup-Wayne County Airport","Georgia",31.553889,-81.8825,107,-5,"America/New_York"
"JFK","John F Kennedy Intl","New York",40.639751,-73.778925,13,-5,"America/New_York"
"JGC","Grand Canyon Heliport","Arizona",35.96666666,-112.13333333,2500,-7,"America/Phoenix"
"JHM","Kapalua","Hawaii",20.962936,-156.673031,256,-10,"Pacific/Honolulu"
"JHW","Chautauqua County-Jamestown","New York",42.153333,-79.258056,525,-5,"America/New_York"
"JKA","Jack Edwards Airport","Alabama",30.2896389,-87.6717778,17,-6,"America/Chicago"
"JLN","Joplin Rgnl","Missouri",37.151814,-94.498269,981,-6,"America/Chicago"
"JMS","Jamestown Regional Airport","North Dakota",46.9297,-98.6782,1498,-6,"America/Chicago"
"JNU","Juneau Intl","Alaska",58.354972,-134.576278,21,-9,"America/Anchorage"
"JOT","Regional Airport","Illinois",41.517778,-88.175556,582,-6,"America/Chicago"
"JRA","West 30th St. Heliport","New York",40.7545,-74.0071,7,-5,"America/New_York"
"JRB","Wall Street Heliport","New York",40.701214,-74.009028,7,-5,"America/New_York"
"JST","John Murtha Johnstown-Cambria County Airport","Pennsylvania",40.316111,-78.833889,2284,-5,"America/New_York"
"JVL","Southern Wisconsin Regional Airport","Wisconsin",42.62025,-89.0415556,808,-6,"America/Chicago"
"JXN","Reynolds Field","Michigan",42.260556,-84.460556,1001,-5,"America/New_York"
"JYL","Plantation Airpark","Georgia",32.6452778,-81.5971111,188,-5,"America/New_York"
"JYO","Leesburg Executive Airport","Virginia",39.078,-77.558,389,-5,"America/New_York"
"JZP","Pickens County Airport","Georgia",34.4534722,-84.4572222,1535,-5,"America/New_York"
"K03","Wainwright As","Alaska",70.613378,-159.86035,35,-9,"America/Anchorage"
"K27","Burrello-Mechanicville Airport","New York",42.893133,-73.66845,195,-5,"America/New_York"
"K83","Sabetha Municipal","Kansas",39.5425,-95.4677,1330,-6,"America/Chicago"
"KAE","Kake Seaplane Base","Alaska",56.973056,-133.945556,0,-9,"America/Anchorage"
"KAL","Kaltag Airport","Alaska",64.3191,-158.741,187,-9,"America/Anchorage"
"KBC","Birch Creek Airport","Alaska",66.256708,-145.815319,450,-9,"America/Anchorage"
"KBW","Chignik Bay Seaplane Base","Alaska",56.295556,-158.401398,0,-9,"America/Anchorage"
"KCC","Coffman Cove Seaplane Base","Alaska",56.014722,-132.833889,0,-9,"America/Anchorage"
"KCL","Chignik Lagoon Airport","Alaska",56.311111,-158.534167,25,-9,"America/Anchorage"
"KCQ","Chignik Lake Airport","Alaska",56.255,-158.775278,50,-9,"America/Anchorage"
"KEH","Kenmore Air Harbor Inc Seaplane Base","Washington",47.7548,-122.259,14,-8,"America/Los_Angeles"
"KEK","Ekwok Airport","Alaska",59.356944,-157.471111,135,-9,"America/Anchorage"
"KFP","False Pass Airport","Alaska",54.8475,-163.410278,20,-9,"America/Anchorage"
"KGK","Koliganek Airport","Alaska",59.726667,-157.259444,269,-9,"America/Anchorage"
"KGX","Grayling Airport","Alaska",62.894444,-160.065,99,-9,"America/Anchorage"
"KKA","Koyuk Alfred Adams Airport","Alaska",64.939444,-161.154167,154,-9,"America/Anchorage"
"KKB","Kitoi Bay Seaplane Base","Alaska",58.190833,-152.370556,0,-9,"America/Anchorage"
"KKH","Kongiganak Airport","Alaska",59.960833,-162.881111,30,-9,"America/Anchorage"
"KLG","Kalskag Airport","Alaska",61.5363,-160.341,55,-9,"America/Anchorage"
"KLL","Levelock Airport","Alaska",59.128056,-156.858611,39,-9,"America/Anchorage"
"KLN","Larsen Bay Airport","Alaska",57.535,-153.976667,87,-9,"America/Anchorage"
"KLS","Kelso Longview","Washington",46.118,-122.898389,20,-8,"America/Los_Angeles"
"KLW","Klawock Airport","Alaska",55.579167,-133.076111,80,-9,"America/Anchorage"
"KMO","Manokotak Airport","Alaska",58.990278,-159.05,51,-9,"America/Anchorage"
"KMY","Moser Bay Seaplane Base","Alaska",57.025556,-154.145833,0,-9,"America/Anchorage"
"KNW","New Stuyahok Airport","Alaska",59.4499,-157.328,302,-9,"America/Anchorage"
"KOA","Kona Intl At Keahole","Hawaii",19.738767,-156.045631,47,-10,"Pacific/Honolulu"
"KOT","Kotlik Airport","Alaska",63.030556,-163.532778,15,-9,"America/Anchorage"
"KOY","Olga Bay Seaplane Base","Alaska",57.161389,-154.229722,0,-9,"America/Anchorage"
"KOZ","Ouzinkie Airport","Alaska",57.922876,-152.500511,55,-9,"America/Anchorage"
"KPB","Point Baker Seaplane Base","Alaska",56.351944,-133.6225,0,-9,"America/Anchorage"
"KPC","Port Clarence Coast Guard Station","Alaska",65.2537,-166.859,10,-9,"America/Anchorage"
"KPN","Kipnuk Airport","Alaska",59.933056,-164.030556,11,-9,"America/Anchorage"
"KPR","Port Williams Seaplane Base","Alaska",58.49,-152.582222,0,-9,"America/Anchorage"
"KPV","Perryville Airport","Alaska",55.906667,-159.160833,29,-9,"America/Anchorage"
"KPY","Port Bailey Seaplane Base","Alaska",57.93,-153.040556,0,-9,"America/Anchorage"
"KQA","Akutan Seaplane Base","Alaska",54.1325,-165.785,0,-9,"America/Anchorage"
"KSM","St Marys Airport","Alaska",62.0605,-163.302,311,-9,"America/Anchorage"
"KTB","Thorne Bay Seaplane Base","Alaska",55.688056,-132.536667,0,-9,"America/Anchorage"
"KTN","Ketchikan Intl","Alaska",55.355556,-131.71375,88,-9,"America/Anchorage"
"KTS","Brevig Mission Airport","Alaska",65.331389,-166.465833,35,-9,"America/Anchorage"
"KUK","Kasigluk Airport","Alaska",60.873333,-162.524444,40,-9,"America/Anchorage"
"KVC","King Cove Airport","Alaska",55.1163,-162.266,155,-9,"America/Anchorage"
"KVL","Kivalina Airport","Alaska",67.7362,-164.563,13,-9,"America/Anchorage"
"KWK","Kwigillingok Airport","Alaska",59.876389,-163.168611,18,-9,"America/Anchorage"
"KWN","Quinhagak Airport","Alaska",59.755,-161.845278,42,-9,"America/Anchorage"
"KWP","West Point Village Seaplane Base","Alaska",57.77,-153.548889,0,-9,"America/Anchorage"
"KWT","Kwethluk Airport","Alaska",60.790278,-161.443611,30,-9,"America/Anchorage"
"KYK","Karuluk Airport","Alaska",57.566944,-154.450278,137,-9,"America/Anchorage"
"KYU","Koyukuk Airport","Alaska",64.875833,-157.730556,149,-9,"America/Anchorage"
"KZB","Zachar Bay Seaplane Base","Alaska",57.55,-153.75,0,-9,"America/Anchorage"
"L06","Furnace Creek","California",36.273,-116.515,0,-8,"America/Los_Angeles"
"L35","Big Bear City","California",34.2637778,-116.8560278,6725,-8,"America/Los_Angeles"
"L52","Oceano County Airport","California",35.10147222,-120.62236111,14,-8,"America/Los_Angeles"
"LAA","Lamar Muni","Colorado",38.069694,-102.6885,3706,-7,"America/Denver"
"LAF","Purude University Airport","Indiana",40.4123056,-86.9368889,606,-5,"America/New_York"
"LAL","Lakeland Linder Regional Airport","Florida",27.9889167,-82.0185556,142,-5,"America/New_York"
"LAM","Los Alamos Airport","New Mexico",35.8798019,-106.2694153,7171,-7,"America/Denver"
"LAN","Capital City","Michigan",42.7787,-84.587357,861,-5,"America/New_York"
"LAR","Laramie Regional Airport","Wyoming",41.3121,-105.675,7284,-7,"America/Denver"
"LAS","Mc Carran Intl","Nevada",36.080056,-115.15225,2141,-8,"America/Los_Angeles"
"LAW","Lawton-Fort Sill Regional Airport","Oklahoma",34.5677144,-98.4166367,1110,-6,"America/Chicago"
"LAX","Los Angeles Intl","California",33.942536,-118.408075,126,-8,"America/Los_Angeles"
"LBB","Lubbock Preston Smith Intl","Texas",33.663639,-101.822778,3282,-6,"America/Chicago"
"LBE","Arnold Palmer Regional Airport","Pennsylvania",40.2759,-79.4048,1185,-5,"America/New_York"
"LBF","North Platte Regional Airport Lee Bird Field","Nebraska",41.1262,-100.684,2776,-6,"America/Chicago"
"LBL","Liberal Muni","Kansas",37.044222,-100.95986,2885,-6,"America/Chicago"
"LBT","Municipal Airport","North Carolina",34.6098056,-79.0595556,125,-5,"America/New_York"
"LCH","Lake Charles Rgnl","Louisiana",30.126112,-93.223335,15,-6,"America/Chicago"
"LCK","Rickenbacker Intl","Ohio",39.813786,-82.927822,744,-5,"America/New_York"
"LCQ","Lake City Municipal Airport","Florida",30.181944,-82.576944,201,-5,"America/New_York"
"LDJ","Linden Airport","New Jersey",40.6174472,-74.2445942,23,-5,"America/New_York"
"LEB","Lebanon Municipal Airport","New Hampshire",43.6261,-72.3042,603,-5,"America/New_York"
"LEW","Lewiston Maine","Maine",44.0484728,-70.2835075,288,-5,"America/New_York"
"LEX","Blue Grass","Kentucky",38.0365,-84.605889,979,-5,"America/New_York"
"LFI","Langley Afb","Virginia",37.082881,-76.360547,11,-5,"America/New_York"
"LFK","Angelina Co","Texas",31.234014,-94.75,296,-6,"America/Chicago"
"LFT","Lafayette Rgnl","Louisiana",30.205278,-91.987611,43,-6,"America/Chicago"
"LGA","La Guardia","New York",40.777245,-73.872608,22,-5,"America/New_York"
"LGB","Long Beach","California",33.817722,-118.151611,60,-8,"America/Los_Angeles"
"LGC","LaGrange-Callaway Airport","Georgia",33.0088611,-85.0726111,694,-5,"America/New_York"
"LGU","Logan-Cache","Utah",41.791,-111.852,4457,-7,"America/Denver"
"LHD","Lake Hood Seaplane Base","Alaska",61.1866382,-149.9653918,71,-9,"America/Anchorage"
"LHM","Lincoln Regional Airport Karl Harder Field","California",38.9091667,-121.3513333,121,-8,"America/Los_Angeles"
"LHV","William T. Piper Mem.","Pennsylvania",41.1357778,-77.4223056,556,-5,"America/New_York"
"LHX","La Junta Muni","Colorado",38.049719,-103.509431,4238,-7,"America/Denver"
"LIH","Lihue","Hawaii",21.975983,-159.338958,153,-10,"Pacific/Honolulu"
"LIT","Adams Fld","Arkansas",34.729444,-92.224306,262,-6,"America/Chicago"
"LIV","Livingood Airport","Alaska",65.531111,-148.541111,696,-9,"America/Anchorage"
"LKE","Kenmore Air Harbor Seaplane Base","Washington",47.629,-122.339,14,-8,"America/Los_Angeles"
"LKK","Kulik Lake Airport","Alaska",58.96591,-155.108089,1000,-9,"America/Anchorage"
"LKP","Lake Placid Airport","New York",44.264444,-73.961944,1747,-5,"America/New_York"
"LMT","Klamath Falls Airport","Oregon",42.1561,-121.733,4095,-8,"America/Los_Angeles"
"LNA","Palm Beach Co Park","Florida",26.593,-80.085056,14,-5,"America/New_York"
"LNK","Lincoln","Nebraska",40.850971,-96.75925,1219,-6,"America/Chicago"
"LNN","Lost Nation Municipal Airport","Ohio",41.6840278,-81.38975,626,-5,"America/New_York"
"LNR","Tri-County Regional Airport","Wisconsin",43.211667,-90.181667,718,-6,"America/Chicago"
"LNS","Lancaster Airport","Pennsylvania",40.1217,-76.2961,403,-5,"America/New_York"
"LNY","Lanai","Hawaii",20.785611,-156.951419,1308,-10,"Pacific/Honolulu"
"LOT","Lewis University Airport","Illinois",41.606326,-88.083003,680,-6,"America/Chicago"
"LOU","Bowman Fld","Kentucky",38.228,-85.663722,546,-5,"America/New_York"
"LOZ","London-Corbin Airport-MaGee Field","Kentucky",37.0868889,-84.0773889,1212,-5,"America/New_York"
"LPC","Lompoc Airport","California",34.6656,-120.4675,88,-8,"America/Los_Angeles"
"LPR","Lorain County Regional Airport","Ohio",41.3442778,-82.1776389,793,-5,"America/New_York"
"LPS","Lopez Island Airport","Washington",48.4839,-122.938,209,-8,"America/Los_Angeles"
"LRD","Laredo Intl","Texas",27.54375,-99.461556,508,-6,"America/Chicago"
"LRF","Little Rock Afb","Arkansas",34.916944,-92.149722,311,-6,"America/Chicago"
"LRO","Mount Pleasant Regional-Faison Field",NA,32.5387,-79.4697,12,-5,"\N"
"LRU","Las Cruces Intl","New Mexico",32.289417,-106.921972,4456,-7,"America/Denver"
"LSE","La Crosse Municipal","Wisconsin",43.878986,-91.256711,654,-6,"America/Chicago"
"LSF","Lawson Aaf","Georgia",32.337322,-84.991283,232,-5,"America/New_York"
"LSV","Nellis Afb","Nevada",36.236197,-115.034253,1870,-8,"America/Los_Angeles"
"LTS","Altus Afb","Oklahoma",34.667067,-99.266681,1382,-6,"America/Chicago"
"LUF","Luke Afb","Arizona",33.535,-112.38306,1085,-7,"America/Phoenix"
"LUK","Cincinnati Muni Lunken Fld","Ohio",39.103333,-84.418611,483,-5,"America/New_York"
"LUP","Kalaupapa Airport","Hawaii",21.211,-156.974,24,-10,"Pacific/Honolulu"
"LUR","Cape Lisburne Lrrs","Alaska",68.875133,-166.110022,12,-9,"America/Anchorage"
"LVK","Livermore Municipal","California",37.41362,-121.49133,400,-8,"America/Los_Angeles"
"LVM","Mission Field Airport","Montana",45.6993889,-110.4483056,4660,-7,"America/Denver"
"LVS","Las Vegas Muni","New Mexico",35.654222,-105.142389,6877,-7,"America/Denver"
"LWA","South Haven Area Regional Airport","Michigan",42.3511944,-86.2556389,666,-5,"America/New_York"
"LWB","Greenbrier Valley Airport","West Virginia",37.858333,-80.399444,2302,-5,"America/New_York"
"LWC","Lawrence Municipal","Kansas",39.009167,-95.2175,833,-6,"America/Chicago"
"LWM","Lawrence Municipal Airport","Massachusetts",42.7171944,-71.1234167,148,-5,"America/New_York"
"LWS","Lewiston Nez Perce Co","Idaho",46.3745,-117.015389,1442,-8,"America/Los_Angeles"
"LWT","Lewistown Municipal Airport","Montana",47.0493,-109.467,4170,-7,"America/Denver"
"LXY","Mexia - Limestone County Airport","Texas",31.6411783,-96.5144594,544,-6,"America/Chicago"
"LYH","Lynchburg Regional Preston Glenn Field","Virginia",37.3267,-79.2004,938,-5,"America/New_York"
"LYU","Ely Municipal","Minnesota",47.824444,-91.830833,1456,-6,"America/Chicago"
"LZU","Gwinnett County Airport-Briscoe Field","Georgia",33.9780761,-83.9623772,1061,-5,"America/New_York"
"M94","Desert Aire","Washington",46.4124,-119.5518,586,-8,"America/Los_Angeles"
"MAE","Madera Municipal Airport","California",36.9886111,-120.1124444,255,-8,"America/Los_Angeles"
"MAF","Midland Intl","Texas",31.942528,-102.201914,2871,-6,"America/Chicago"
"MBL","Manistee County-Blacker Airport","Michigan",44.2725,-86.246944,621,-5,"America/New_York"
"MBS","Mbs Intl","Michigan",43.532913,-84.079647,668,-5,"America/New_York"
"MCC","Mc Clellan Afld","California",38.667639,-121.400611,75,-8,"America/Los_Angeles"
"MCD","Mackinac Island Airport",NA,45.8649344,-84.637344,740,-5,"America/New_York"
"MCE","Merced Municipal Airport","California",37.284722,-120.513889,156,-8,"America/Los_Angeles"
"MCF","Macdill Afb",NA,27.849339,-82.521214,14,-5,"America/New_York"
"MCG","McGrath Airport","Alaska",62.9529,-155.606,338,-9,"America/Anchorage"
"MCI","Kansas City Intl","Missouri",39.297606,-94.713905,1026,-6,"America/Chicago"
"MCK","McCook Regional Airport","Nebraska",40.206389,-100.592222,2583,-6,"America/Chicago"
"MCL","McKinley National Park Airport","Alaska",63.732757,-148.91129,1720,-9,"America/Anchorage"
"MCN","Middle Georgia Rgnl","Georgia",32.69285,-83.649211,354,-5,"America/New_York"
"MCO","Orlando Intl","Florida",28.429394,-81.308994,96,-5,"America/New_York"
"MCW","Mason City Municipal","Iowa",43.2247,-93.4067,1243,-6,"America/Chicago"
"MDT","Harrisburg Intl","Pennsylvania",40.193494,-76.763403,310,-5,"America/New_York"
"MDW","Chicago Midway Intl","Illinois",41.785972,-87.752417,620,-6,"America/Chicago"
"ME5","Banks Airport",NA,44.1653889,-68.4281667,100,-5,"America/New_York"
"MEI","Key Field","Mississippi",32.332624,-88.751868,297,-6,"America/Chicago"
"MEM","Memphis Intl","Tennessee",35.042417,-89.976667,341,-6,"America/Chicago"
"MER","Castle","California",37.380481,-120.568189,189,-8,"America/Los_Angeles"
"MFD","Mansfield Lahm Regional","Ohio",40.8214167,-82.5166389,1297,-5,"America/New_York"
"MFE","Mc Allen Miller Intl","Texas",26.175833,-98.238611,107,-6,"America/Chicago"
"MFI","Marshfield Municipal Airport","Wisconsin",44.6368797,-90.1893267,1278,-6,"America/Chicago"
"MFR","Rogue Valley Intl Medford","Oregon",42.374228,-122.8735,1335,-8,"America/Los_Angeles"
"MGC","Michigan City Municipal Airport","Indiana",41.7033,-86.8211,500,-6,"America/Chicago"
"MGE","Dobbins Arb","Georgia",33.915382,-84.516319,1068,-5,"America/New_York"
"MGJ","Orange County Airport","New York",41.5099884,-74.2646444,364,-5,"America/New_York"
"MGM","Montgomery Regional Airport","Alabama",32.3006389,-86.3939722,221,-6,"America/Chicago"
"MGR","Moultrie Municipal Airport","Georgia",31.0849167,-83.80325,294,-5,"America/New_York"
"MGW","Morgantown Muni Walter L Bill Hart Fld","West Virginia",39.642908,-79.916314,1248,-5,"America/New_York"
"MGY","Dayton-Wright Brothers Airport","Ohio",39.5889722,-84.2248611,957,-5,"America/New_York"
"MHK","Manhattan Reigonal","Kansas",39.140972,-96.670833,1057,-6,"America/Chicago"
"MHM","Minchumina Airport","Alaska",63.886111,-152.301944,678,-9,"America/Anchorage"
"MHR","Sacramento Mather","California",38.553897,-121.297592,96,-8,"America/Los_Angeles"
"MHT","Manchester Regional Airport","New Hampshire",42.932556,-71.435667,266,-5,"America/New_York"
"MHV","Mojave","California",35.059364,-118.151856,2791,-8,"America/Los_Angeles"
"MIA","Miami Intl","Florida",25.79325,-80.290556,8,-5,"America/New_York"
"MIB","Minot Afb","North Dakota",48.415572,-101.357661,1668,-6,"America/Chicago"
"MIC","Crystal Airport","Minnesota",45.0343,-93.2114,869,-6,"America/Chicago"
"MIE","Delaware County Airport","Indiana",40.2424722,-85.39575,937,-5,"America/New_York"
"MIV","Millville Muni","New Jersey",39.367806,-75.072222,85,-5,"America/New_York"
"MKC","Downtown","Missouri",39.1275,-94.598889,759,-6,"America/Chicago"
"MKE","General Mitchell Intl","Wisconsin",42.947222,-87.896583,723,-6,"America/Chicago"
"MKG","Muskegon County Airport","Michigan",43.1695,-86.2382,628,-5,"America/New_York"
"MKK","Molokai","Hawaii",21.152886,-157.096256,454,-10,"Pacific/Honolulu"
"MKL","Mc Kellar Sipes Rgnl","Tennessee",35.599889,-88.915611,434,-6,"America/Chicago"
"MKO","Davis Fld","Oklahoma",35.656489,-95.366656,612,-6,"America/Chicago"
"MLB","Melbourne Intl","Florida",28.102753,-80.645258,33,-5,"America/New_York"
"MLC","Mc Alester Rgnl","Oklahoma",34.882403,-95.783463,770,-6,"America/Chicago"
"MLD","Malad City","Idaho",42.17,-112.289,4503,-7,"America/Denver"
"MLI","Quad City Intl","Illinois",41.448528,-90.507539,590,-6,"America/Chicago"
"MLJ","Baldwin County Airport","Georgia",33.154225,-83.2414139,385,-5,"America/New_York"
"MLL","Marshall Don Hunter Sr. Airport","Alaska",61.8646418,-162.026111,103,-9,"America/Anchorage"
"MLS","Frank Wiley Field","Montana",46.428,-105.886,2630,-7,"America/Denver"
"MLT","Millinocket Muni","Maine",45.647836,-68.685561,408,-5,"America/New_York"
"MLU","Monroe Rgnl","Louisiana",32.510864,-92.037689,79,-6,"America/Chicago"
"MLY","Manley Hot Springs Airport","Alaska",64.9975,-150.644167,270,-9,"America/Anchorage"
"MMH","Mammoth Yosemite Airport","California",37.624049,-118.837772,7128,-8,"America/Los_Angeles"
"MMI","McMinn Co","Tennessee",35.39919,-84.56177,874,-5,"America/New_York"
"MMU","Morristown Municipal Airport","New Jersey",40.79935,-74.4148747,187,-5,"America/New_York"
"MMV","Mc Minnville Muni","Oregon",45.194444,-123.135944,163,-8,"America/Los_Angeles"
"MNM","Menominee Marinette Twin Co","Michigan",45.12665,-87.638443,625,-6,"America/Chicago"
"MNT","Minto Airport","Alaska",65.143611,-149.37,460,-9,"America/Anchorage"
"MNZ","Manassas","Virginia",38.721389,-77.515556,192,-5,"America/New_York"
"MOB","Mobile Rgnl","Alabama",30.691231,-88.242814,219,-6,"America/Chicago"
